title	link	original_name_and_year	country and genre	
         (драма, биография)
      "
Белая птица в метели;https://www.kinopoisk.ru/level/1/film/689980/;White Bird in a Blizzard (2014) 91 мин.;"
         США...
         реж. Грегг Араки
         (триллер, драма, детектив)
      "
Дневник лесбиянки;https://www.kinopoisk.ru/level/1/film/410880/;Eloïse (2009) 92 мин.;"
         Испания,
         реж. Хесус Гарай
         (драма, мелодрама)
      "
SuperАлиби;https://www.kinopoisk.ru/level/1/film/977842/;Alibi.com (2017) 90 мин.;"
         Франция,
         реж. Филипп Лашо
         (комедия)
      "
Патрик;https://www.kinopoisk.ru/level/1/film/1011011/;Patrick (2018) 94 мин.;"
         Великобритания,
         реж. Мэнди Флетчер
         (комедия)
      "
Охотник на лис;https://www.kinopoisk.ru/level/1/film/638053/;Foxcatcher (2014) 129 мин.;"
         США,
         реж. Беннетт Миллер
         (драма, спорт, история)
      "
Северный ветер;https://www.kinopoisk.ru/level/1/film/1388425/; (2020) 122 мин.;"
         Россия,
         реж. Рената Литвинова
         (драма)
      "
Живое;https://www.kinopoisk.ru/level/1/film/966995/;Life (2017) 103 мин.;"
         Великобритания...
         реж. Даниэль Эспиноса
         (ужасы, фантастика, триллер)
      "
Мой создатель;https://www.kinopoisk.ru/level/1/film/1055319/;Archive (2020) 100 мин.;"
         Великобритания...
         реж. Гэвин Ротери
         (фантастика, драма)
      "
Британский психопат;https://www.kinopoisk.ru/level/1/film/1179007/;Avengement (2019) 87 мин.;"
         Великобритания,
         реж. Джесси Джонсон
         (боевик, криминал)
      "
Тени незабытых предков;https://www.kinopoisk.ru/level/1/film/679549/; (2013) 109 мин.;"
         Украина,
         реж. Любомир Левицкий
         (фэнтези, триллер, детектив...)
      "
Суспирия;https://www.kinopoisk.ru/level/1/film/423063/;Suspiria (2018) 152 мин.;"
         Италия...
         реж. Лука Гуаданьино
         (ужасы, фэнтези, триллер...)
      "
Щегол;https://www.kinopoisk.ru/level/1/film/922029/;The Goldfinch (2019) 149 мин.;"
         США,
         реж. Джон Краули
         (драма)
      "
Таймлесс 2: Сапфировая книга;https://www.kinopoisk.ru/level/1/film/805156/;Saphirblau (2014) 116 мин.;"
         Германия,
         реж. Феликс Фуксштайнер...
         (фантастика, фэнтези, драма...)
      "
Где-то во времени;https://www.kinopoisk.ru/level/1/film/1094601/;The Fare (2018) 82 мин.;"
         США,
         реж. Дэвид Хэмилтон
         (детектив, мелодрама, фантастика)
      "
Ордер на смерть;https://www.kinopoisk.ru/level/1/film/12365/;Death Warrant (1990) 89 мин.;"
         США,
         реж. Деран Сарафян
         (боевик, триллер, криминал...)
      "
Мой друг Зигмунд Фрейд;https://www.kinopoisk.ru/level/1/film/1092238/;Der Trafikant (2018) 117 мин.;"
         Австрия...
         реж. Николаус Лейтнер
         (драма, военный, история)
      "
Ледокол;https://www.kinopoisk.ru/level/1/film/893880/; (2016) 120 мин.;"
         Россия,
         реж. Николай Хомерики
         (драма)
      "
Керосин;https://www.kinopoisk.ru/level/1/film/1254097/; (2019) 77 мин.;"
         Россия,
         реж. Юсуп Разыков
         (драма)
      "
Космос между нами;https://www.kinopoisk.ru/level/1/film/924990/;The Space Between Us (2016) 120 мин.;"
         США,
         реж. Питер Челсом
         (фантастика, драма, мелодрама)
      "
Калибр;https://www.kinopoisk.ru/level/1/film/1012169/;Calibre (2017) 101 мин.;"
         Великобритания,
         реж. Мэтт Палмер
         (триллер, драма)
      "
Вспомнить всё;https://www.kinopoisk.ru/level/1/film/453374/;Total Recall (2012) 118 мин.;"
         США...
         реж. Лен Уайзман
         (фантастика, боевик, триллер...)
      "
Ёлки 3;https://www.kinopoisk.ru/level/1/film/652659/; (2013) 100 мин.;"
         Россия,
         реж. Ольга Харина...
         (семейный, комедия)
      "
Глухарь в кино;https://www.kinopoisk.ru/level/1/film/474787/; (2010) 86 мин.;"
         Россия,
         реж. Владимир Виноградов
         (комедия, криминал, детектив)
      "
Женщина в черном;https://www.kinopoisk.ru/level/1/film/498707/;The Woman in Black (2012) 95 мин.;"
         Великобритания...
         реж. Джеймс Уоткинс
         (ужасы, фэнтези, триллер...)
      "
Закону тут не место;https://www.kinopoisk.ru/level/1/film/1025397/;L'ora legale (2016) 95 мин.;"
         Италия,
         реж. Сальво Фикарра...
         (комедия)
      "
Яркость;https://www.kinopoisk.ru/level/1/film/978838/;Bright (2017) 117 мин.;"
         США,
         реж. Дэвид Эйр
         (фэнтези, боевик, триллер)
      "
Сезон охоты 2;https://www.kinopoisk.ru/level/1/film/397497/;Open Season 2 (2008) 76 мин.;"
         США,
         реж. Мэттью О’Каллаган...
         (мультфильм, комедия, приключения...)
      "
Капитан Марвел;https://www.kinopoisk.ru/level/1/film/843859/;Captain Marvel (2019) 123 мин.;"
         США...
         реж. Анна Боден...
         (фантастика, боевик, приключения)
      "
8 подруг Оушена;https://www.kinopoisk.ru/level/1/film/983177/;Ocean's Eight (2018) 110 мин.;"
         США,
         реж. Гэри Росс
         (боевик, триллер, комедия...)
      "
Что бы вы сделали...;https://www.kinopoisk.ru/level/1/film/602727/;Would You Rather (2012) 93 мин.;"
         США,
         реж. Дэвид Гай Леви
         (триллер, ужасы)
      "
Не отпускай;https://www.kinopoisk.ru/level/1/film/1047818/;Don't Let Go (2019) 103 мин.;"
         США,
         реж. Джейкоб Аарон Эстес
         (триллер, детектив, фантастика...)
      "
Джуманджи: Новый уровень;https://www.kinopoisk.ru/level/1/film/1112539/;Jumanji: The Next Level (2019) 123 мин.;"
         США,
         реж. Джейк Кэздан
         (фэнтези, боевик, комедия...)
      "
Нерв;https://www.kinopoisk.ru/level/1/film/889091/;Nerve (2016) 96 мин.;"
         США,
         реж. Генри Джуст...
         (боевик, триллер, драма...)
      "
Близнецы;https://www.kinopoisk.ru/level/1/film/495893/;The Skeleton Twins (2014) 93 мин.;"
         США,
         реж. Крэйг Джонсон
         (драма, мелодрама, комедия)
      "
Ты и я;https://www.kinopoisk.ru/level/1/film/577306/;Io e te (2012) 103 мин.;"
         Италия,
         реж. Бернардо Бертолуччи
         (драма)
      "
Привет, Билл!;https://www.kinopoisk.ru/level/1/film/256188/;Meet Bill (2007) 89 мин.;"
         США,
         реж. Берни Голдманн...
         (драма, комедия)
      "
Вечный свет;https://www.kinopoisk.ru/level/1/film/1261864/;Lux Æterna (2019) 51 мин.;"
         Франция,
         реж. Гаспар Ноэ
         (триллер, драма)
      "
Прогулка по лесам;https://www.kinopoisk.ru/level/1/film/404218/;A Walk in the Woods (2015) 104 мин.;"
         США,
         реж. Кен Куопис
         (драма, комедия, приключения...)
      "
Спайс бойз;https://www.kinopoisk.ru/level/1/film/1325574/; (2019) 106 мин.;"
         Беларусь,
         реж. Владимир Зинкевич
         (триллер, драма, ужасы)
      "
Весна;https://www.kinopoisk.ru/level/1/film/817556/;Spring (2014) 109 мин.;"
         Италия...
         реж. Джастин Бенсон...
         (ужасы, фантастика, мелодрама)
      "
Бэтмен: Готэм в газовом свете  (видео);https://www.kinopoisk.ru/level/1/film/1047168/;Batman: Gotham by Gaslight (2018) 78 мин.;"
         США,
         реж. Сэм Лью
         (мультфильм, фэнтези, боевик...)
      "
Росомаха: Бессмертный;https://www.kinopoisk.ru/level/1/film/462754/;The Wolverine (2013) 126 мин.;"
         США...
         реж. Джеймс Мэнголд
         (фантастика, боевик, приключения)
      "
Диктатор;https://www.kinopoisk.ru/level/1/film/518040/;The Dictator (2012) 83 мин.;"
         США,
         реж. Ларри Чарльз
         (комедия)
      "
13 грехов;https://www.kinopoisk.ru/level/1/film/624156/;13 Sins (2013) 88 мин.;"
         США,
         реж. Даниэль Штамм
         (триллер, ужасы)
      "
Няня  (ТВ);https://www.kinopoisk.ru/level/1/film/160967/;Au Pair (1999) 96 мин.;"
         США...
         реж. Марк Гриффитс
         (мелодрама, комедия, семейный)
      "
Война миров;https://www.kinopoisk.ru/level/1/film/18063/;The War of the Worlds (1953) 85 мин.;"
         США,
         реж. Байрон Хэскин
         (фантастика, боевик, триллер)
      "
Московские тайны. Графский парк  (ТВ);https://www.kinopoisk.ru/level/1/film/1235977/; (2019) 90 мин.;"
         Россия,
         реж. Антон Павлючик
         (детектив)
      "
Плохой лейтенант;https://www.kinopoisk.ru/level/1/film/409160/;The Bad Lieutenant: Port of Call - New Orleans (2009) 117 мин.;"
         США,
         реж. Вернер Херцог
         (драма, криминал)
      "
Очень плохие парни;https://www.kinopoisk.ru/level/1/film/694862/;Big Bad Wolves (2013) 110 мин.;"
         Израиль,
         реж. Ахарон Кешалес...
         (триллер, криминал, комедия)
      "
Версия 1.0;https://www.kinopoisk.ru/level/1/film/24773/;One Point O (2003) 95 мин.;"
         США...
         реж. Джефф Ренфро...
         (ужасы, фантастика, триллер...)
      "
(Не)жданный принц;https://www.kinopoisk.ru/level/1/film/694930/;Un prince (presque) charmant (2013) 88 мин.;"
         Франция,
         реж. Филипп Леллуш
         (комедия, мелодрама)
      "
В прямом эфире;https://www.kinopoisk.ru/level/1/film/1118889/;Late Night (2019) 102 мин.;"
         США,
         реж. Ниша Ганатра
         (драма, комедия)
      "
Раздражительность;https://www.kinopoisk.ru/level/1/film/1022713/;Acrimony (2017) 120 мин.;"
         США,
         реж. Тайлер Перри
         (триллер)
      "
Гоморра;https://www.kinopoisk.ru/level/1/film/398405/;Gomorra (2008) 137 мин.;"
         Италия,
         реж. Маттео Гарроне
         (драма, криминал)
      "
Сорокалетний девственник;https://www.kinopoisk.ru/level/1/film/81976/;The 40 Year Old Virgin (2005) 116 мин.;"
         США,
         реж. Джадд Апатоу
         (комедия, мелодрама)
      "
Ночь покера;https://www.kinopoisk.ru/level/1/film/719793/;Poker Night (2014) 104 мин.;"
         Канада...
         реж. Грег Френсис
         (триллер, криминал, детектив)
      "
Красотка на всю голову;https://www.kinopoisk.ru/level/1/film/1074222/;I Feel Pretty (2018) 110 мин.;"
         Китай...
         реж. Эбби Кон...
         (мелодрама, комедия)
      "
Бабник;https://www.kinopoisk.ru/level/1/film/406251/;Spread (2008) 97 мин.;"
         США,
         реж. Дэвид Маккензи
         (драма, мелодрама, комедия)
      "
Безумное свидание;https://www.kinopoisk.ru/level/1/film/445175/;Date Night (2010) 88 мин.;"
         США,
         реж. Шон Леви
         (триллер, мелодрама, комедия...)
      "
Пара на праздники;https://www.kinopoisk.ru/level/1/film/1245693/;Holidate (2020) 104 мин.;"
         США,
         реж. Джон Уайтселл
         (мелодрама, комедия)
      "
Я тоже хочу;https://www.kinopoisk.ru/level/1/film/669275/; (2012) 89 мин.;"
         Россия,
         реж. Алексей Балабанов
         (драма, криминал)
      "
Мидуэй;https://www.kinopoisk.ru/level/1/film/1045457/;Midway (2019) 138 мин.;"
         США...
         реж. Роланд Эммерих
         (военный, боевик, история...)
      "
Лес;https://www.kinopoisk.ru/level/1/film/1041718/; (2018) 97 мин.;"
         Россия,
         реж. Роман Жигалов
         (драма)
      "
Кольцо дракона;https://www.kinopoisk.ru/level/1/film/1979/;George and the Dragon (2004) 93 мин.;"
         Великобритания...
         реж. Том Рив
         (фэнтези, боевик, мелодрама...)
      "
Королева сердец;https://www.kinopoisk.ru/level/1/film/1166972/;Dronningen (2019) 127 мин.;"
         Дания...
         реж. Май эль-Туки
         (триллер, мелодрама)
      "
Астрал: Глава 2;https://www.kinopoisk.ru/level/1/film/666804/;Insidious: Chapter 2 (2013) 110 мин.;"
         США...
         реж. Джеймс Ван
         (ужасы, триллер)
      "
Ходят слухи;https://www.kinopoisk.ru/level/1/film/77424/;Rumor Has It... (2005) 97 мин.;"
         США...
         реж. Роб Райнер
         (драма, мелодрама, комедия)
      "
Коттедж;https://www.kinopoisk.ru/level/1/film/195960/;The Cottage (2008) 92 мин.;"
         Великобритания,
         реж. Пол Эндрю Уильямс
         (ужасы, триллер, комедия...)
      "
Параноид парк;https://www.kinopoisk.ru/level/1/film/262420/;Paranoid Park (2007) 85 мин.;"
         Франция...
         реж. Гас Ван Сент
         (драма, криминал, детектив)
      "
Скин;https://www.kinopoisk.ru/level/1/film/1140565/;Skin (2018) 118 мин.;"
         США...
         реж. Гай Наттив
         (драма, мелодрама, криминал...)
      "
Чистильщик;https://www.kinopoisk.ru/level/1/film/271941/;Cleaner (2007) 88 мин.;"
         США,
         реж. Ренни Харлин
         (триллер, криминал, детектив)
      "
Конец прекрасной эпохи;https://www.kinopoisk.ru/level/1/film/838533/; (2015) 98 мин.;"
         Россия,
         реж. Станислав Говорухин
         (драма, комедия)
      "
Не все дома;https://www.kinopoisk.ru/level/1/film/1264869/;10 jours sans maman (2020) 104 мин.;"
         Франция,
         реж. Людовик Бернард
         (комедия, семейный)
      "
Утраченный дом;https://www.kinopoisk.ru/level/1/film/1218697/;Hogar (2020) 103 мин.;"
         Испания,
         реж. Давид Пастор...
         (триллер, драма, приключения)
      "
Рождение;https://www.kinopoisk.ru/level/1/film/1054/;Birth (2004) 100 мин.;"
         Великобритания...
         реж. Джонатан Глейзер
         (фэнтези, триллер, драма...)
      "
Разыскивающий;https://www.kinopoisk.ru/level/1/film/4878/;Cruising (1980) 106 мин.;"
         США...
         реж. Уильям Фридкин
         (триллер, драма, криминал...)
      "
Джобс: Империя соблазна;https://www.kinopoisk.ru/level/1/film/677798/;Jobs (2013) 122 мин.;"
         США...
         реж. Джошуа Майкл Штерн
         (драма, биография)
      "
Договор молчания;https://www.kinopoisk.ru/level/1/film/1256891/;The Silencing (2020) 93 мин.;"
         Канада...
         реж. Робин Пронт
         (триллер, детектив, криминал)
      "
Два дня, одна ночь;https://www.kinopoisk.ru/level/1/film/743970/;Deux jours, une nuit (2014) 95 мин.;"
         Бельгия...
         реж. Жан-Пьер Дарденн...
         (драма)
      "
Мистер Олимпия;https://www.kinopoisk.ru/level/1/film/805153/;Bigger (2018) 107 мин.;"
         США,
         реж. Джордж Галло
         (драма, биография, спорт)
      "
День выборов 2;https://www.kinopoisk.ru/level/1/film/899691/; (2015) 105 мин.;"
         Россия,
         реж. Александр Баршак
         (комедия)
      "
Щенячий патруль: Мегащенки;https://www.kinopoisk.ru/level/1/film/1244909/;Paw Patrol: Mighty Pups (2018) 44 мин.;"
         США
         
         (детский, мультфильм, приключения)
      "
Пятнадцать минут войны;https://www.kinopoisk.ru/level/1/film/1115288/;L'Intervention (2019) 98 мин.;"
         Франция...
         реж. Фред Гривуа
         (боевик, драма, военный...)
      "
Чёрная Пантера;https://www.kinopoisk.ru/level/1/film/623250/;Black Panther (2018) 134 мин.;"
         США,
         реж. Райан Куглер
         (фантастика, боевик, приключения)
      "
Доспехи Бога 3: Миссия Зодиак;https://www.kinopoisk.ru/level/1/film/654749/;Chinese Zodiac (2012) 113 мин.;"
         Гонконг...
         реж. Джеки Чан
         (боевик, комедия, приключения)
      "
Белый шум;https://www.kinopoisk.ru/level/1/film/61342/;White Noise (2004) 101 мин.;"
         Великобритания...
         реж. Джеффри Сакс
         (ужасы, триллер, драма...)
      "
Холод в июле;https://www.kinopoisk.ru/level/1/film/811709/;Cold in July (2014) 110 мин.;"
         США...
         реж. Джим Микл
         (триллер, криминал, драма)
      "
Тайна Мунакра;https://www.kinopoisk.ru/level/1/film/215577/;The Secret of Moonacre (2008) 103 мин.;"
         Венгрия...
         реж. Габор Чупо
         (фэнтези, мелодрама, приключения...)
      "
Смертельный номер;https://www.kinopoisk.ru/level/1/film/195429/;Death Defying Acts (2007) 97 мин.;"
         Великобритания...
         реж. Джиллиан Армстронг
         (триллер, драма, мелодрама...)
      "
Амелия;https://www.kinopoisk.ru/level/1/film/406354/;Amelia (2009) 111 мин.;"
         США...
         реж. Мира Наир
         (драма, мелодрама, приключения...)
      "
Одна война;https://www.kinopoisk.ru/level/1/film/432385/; (2009) 85 мин.;"
         Россия,
         реж. Вера Глаголева
         (драма)
      "
Конг: Остров черепа;https://www.kinopoisk.ru/level/1/film/843147/;Kong: Skull Island (2017) 118 мин.;"
         США...
         реж. Джордан Вот-Робертс
         (фантастика, фэнтези, боевик...)
      "
Снежная королева 2: Перезаморозка;https://www.kinopoisk.ru/level/1/film/718559/; (2014) 80 мин.;"
         Россия,
         реж. Алексей Цицилин
         (мультфильм, фэнтези, приключения...)
      "
Сириана;https://www.kinopoisk.ru/level/1/film/18295/;Syriana (2005) 128 мин.;"
         США...
         реж. Стивен Гейган
         (триллер, драма)
      "
Маленькая мисс Дулиттл;https://www.kinopoisk.ru/level/1/film/984826/;Liliane Susewind - Ein tierisches Abenteuer (2018) 96 мин.;"
         Германия,
         реж. Йоахим Масаннек
         (фэнтези, комедия, криминал...)
      "
Наследники 3  (ТВ);https://www.kinopoisk.ru/level/1/film/1115214/;Descendants 3 (2019) 106 мин.;"
         США,
         реж. Кенни Ортега
         (мюзикл, приключения, семейный)
      "
В активном поиске;https://www.kinopoisk.ru/level/1/film/462538/;How to Be Single (2016) 110 мин.;"
         США,
         реж. Кристиан Диттер
         (драма, мелодрама, комедия)
      "
Безумцы;https://www.kinopoisk.ru/level/1/film/195870/;The Crazies (2010) 101 мин.;"
         США...
         реж. Брек Эйснер
         (ужасы, триллер)
      "
Черная орхидея;https://www.kinopoisk.ru/level/1/film/64012/;The Black Dahlia (2005) 121 мин.;"
         США...
         реж. Брайан Де Пальма
         (триллер, драма, криминал...)
      "
Калейдоскоп поцелуев 2;https://www.kinopoisk.ru/level/1/film/1237316/;The Kissing Booth 2 (2020) 134 мин.;"
         Великобритания...
         реж. Винс Марселло
         (мелодрама, комедия)
      "
Амбивалентность;https://www.kinopoisk.ru/level/1/film/1171869/; (2018) 117 мин.;"
         Россия,
         реж. Антон Бильжо
         (драма, триллер)
      "
Космические чистильщики;https://www.kinopoisk.ru/level/1/film/1171915/;Seungriho (2020) 136 мин.;"
         Корея Южная,
         реж. Чо Сон-хи
         (фантастика, комедия, приключения...)
      "
Ярость;https://www.kinopoisk.ru/level/1/film/437414/;Rampage (2008) 85 мин.;"
         Канада...
         реж. Уве Болл
         (боевик, триллер, драма...)
      "
Бэтмен против Дракулы  (видео);https://www.kinopoisk.ru/level/1/film/230129/;The Batman vs. Dracula (2005) 83 мин.;"
         США,
         реж. Майкл Гогуэн...
         (мультфильм, ужасы, боевик...)
      "
Босс-молокосос;https://www.kinopoisk.ru/level/1/film/842567/;The Boss Baby (2017) 87 мин.;"
         США,
         реж. Том МакГрат
         (мультфильм, комедия, приключения...)
      "
Та ещё парочка;https://www.kinopoisk.ru/level/1/film/684983/;Long Shot (2019) 125 мин.;"
         США...
         реж. Джонатан Левин
         (мелодрама, комедия)
      "
Голубь сидел на ветке, размышляя о бытии;https://www.kinopoisk.ru/level/1/film/634473/;En duva satt på en gren och funderade på tillvaron (2014) 101 мин.;"
         Швеция...
         реж. Рой Андерссон
         (фэнтези, драма, комедия)
      "
Изгнанные дьяволом;https://www.kinopoisk.ru/level/1/film/77137/;The Devil's Rejects (2005) 107 мин.;"
         США...
         реж. Роб Зомби
         (ужасы)
      "
Мачете;https://www.kinopoisk.ru/level/1/film/467553/;Machete (2010) 105 мин.;"
         США,
         реж. Этан Маникис...
         (боевик, триллер, комедия...)
      "
Полицейский седан;https://www.kinopoisk.ru/level/1/film/917884/;Crown Vic (2019) 110 мин.;"
         США,
         реж. Джоэл Соуса
         (боевик, триллер, драма...)
      "
Небесные жёны луговых мари;https://www.kinopoisk.ru/level/1/film/653689/; (2012) 85 мин.;"
         Россия,
         реж. Алексей Федорченко
         (драма)
      "
Каникулы;https://www.kinopoisk.ru/level/1/film/484426/;Vacation (2015) 99 мин.;"
         США,
         реж. Джон Фрэнсис Дейли...
         (комедия, приключения)
      "
Подземелье ведьм;https://www.kinopoisk.ru/level/1/film/43058/; (1990) 85 мин.;"
         Чехословакия...
         реж. Юрий Мороз
         (фантастика, фэнтези, мелодрама...)
      "
Теорема Зеро;https://www.kinopoisk.ru/level/1/film/696977/;The Zero Theorem (2013) 106 мин.;"
         Великобритания...
         реж. Терри Гиллиам
         (фантастика, триллер, драма...)
      "
Старик с пистолетом;https://www.kinopoisk.ru/level/1/film/756223/;The Old Man & the Gun (2018) 93 мин.;"
         США...
         реж. Дэвид Лоури
         (драма, комедия, криминал...)
      "
Первая любовь;https://www.kinopoisk.ru/level/1/film/1261612/;Hatsukoi (2019) 108 мин.;"
         Япония...
         реж. Такаси Миике
         (криминал, боевик)
      "
Слоны могут играть в футбол;https://www.kinopoisk.ru/level/1/film/1008554/; (2018) 105 мин.;"
         Россия,
         реж. Михаил Сегал
         (мелодрама)
      "
Крутая компания;https://www.kinopoisk.ru/level/1/film/64173/;In Good Company (2004) 110 мин.;"
         США,
         реж. Пол Вайц
         (драма, мелодрама, комедия)
      "
Реинкарнация;https://www.kinopoisk.ru/level/1/film/1112132/;Hereditary (2018) 127 мин.;"
         США,
         реж. Ари Астер
         (ужасы, драма, детектив)
      "
Девять;https://www.kinopoisk.ru/level/1/film/295083/;Nine (2009) 118 мин.;"
         Великобритания...
         реж. Роб Маршалл
         (мюзикл, драма, мелодрама)
      "
Детектив Шафт;https://www.kinopoisk.ru/level/1/film/826/;Shaft (2000) 99 мин.;"
         Германия...
         реж. Джон Синглтон
         (боевик, триллер, криминал)
      "
Город бога 2;https://www.kinopoisk.ru/level/1/film/266717/;Cidade dos Homens (2007) 106 мин.;"
         Бразилия,
         реж. Паоло Морелли
         (драма, криминал)
      "
Мальчишник: Часть III;https://www.kinopoisk.ru/level/1/film/600847/;The Hangover Part III (2013) 100 мин.;"
         США,
         реж. Тодд Филлипс
         (комедия, криминал)
      "
Тельма;https://www.kinopoisk.ru/level/1/film/1008731/;Thelma (2017) 116 мин.;"
         Норвегия...
         реж. Йоаким Триер
         (ужасы, фантастика, фэнтези...)
      "
Стражи Арктики;https://www.kinopoisk.ru/level/1/film/909775/;Arctic Justice (2019) 92 мин.;"
         Индия...
         реж. Аарон Вудли
         (мультфильм, комедия, приключения...)
      "
Хищники;https://www.kinopoisk.ru/level/1/film/460523/;Predators (2010) 107 мин.;"
         США,
         реж. Нимрод Антал
         (фантастика, боевик, триллер...)
      "
Барби: Лебединое озеро  (видео);https://www.kinopoisk.ru/level/1/film/95248/;Barbie of Swan Lake (2003) 81 мин.;"
         США,
         реж. Оуэн Хёрли
         (мультфильм, семейный)
      "
Стекло;https://www.kinopoisk.ru/level/1/film/1044601/;Glass (2019) 129 мин.;"
         США...
         реж. М. Найт Шьямалан
         (фантастика, триллер, драма)
      "
На дороге;https://www.kinopoisk.ru/level/1/film/4852/;On the Road (2012) 140 мин.;"
         Франция...
         реж. Уолтер Саллес
         (драма, мелодрама, приключения)
      "
LEGO. Бэтмен: Супер-герои DC объединяются  (видео);https://www.kinopoisk.ru/level/1/film/723005/;Lego Batman: The Movie - DC Super Heroes Unite (2013) 71 мин.;"
         США...
         реж. Джон Бертон
         (мультфильм, фантастика, боевик...)
      "
Вакансия на жертву;https://www.kinopoisk.ru/level/1/film/103788/;Vacancy (2007) 85 мин.;"
         США,
         реж. Нимрод Антал
         (ужасы, триллер)
      "
Золотая перчатка;https://www.kinopoisk.ru/level/1/film/1165077/;Der goldene Handschuh (2019) 110 мин.;"
         Германия...
         реж. Фатих Акин
         (биография, криминал, триллер)
      "
Соломенные псы;https://www.kinopoisk.ru/level/1/film/426001/;Straw Dogs (2011) 110 мин.;"
         США,
         реж. Род Лури
         (триллер, драма, криминал)
      "
Саранча;https://www.kinopoisk.ru/level/1/film/838049/; (2013) 118 мин.;"
         Россия,
         реж. Егор Баранов
         (триллер)
      "
Кислород;https://www.kinopoisk.ru/level/1/film/1053302/;Oxygène (2021) 100 мин.;"
         Франция...
         реж. Александр Ажа
         (детектив, фантастика, триллер)
      "
Терминатор: Генезис;https://www.kinopoisk.ru/level/1/film/436225/;Terminator Genisys (2015) 126 мин.;"
         США,
         реж. Алан Тейлор
         (фантастика, боевик, триллер)
      "
Китобой;https://www.kinopoisk.ru/level/1/film/1309166/; (2020) 93 мин.;"
         Россия...
         реж. Филипп Юрьев
         (драма, приключения)
      "
Тайна в их глазах;https://www.kinopoisk.ru/level/1/film/568355/;Secret in Their Eyes (2015) 111 мин.;"
         США...
         реж. Билли Рэй
         (триллер, драма, криминал...)
      "
Каждому своё;https://www.kinopoisk.ru/level/1/film/770683/;Everybody Wants Some!! (2016) 117 мин.;"
         США,
         реж. Ричард Линклейтер
         (комедия)
      "
Нэнси Дрю;https://www.kinopoisk.ru/level/1/film/195892/;Nancy Drew (2007) 99 мин.;"
         США,
         реж. Эндрю Флеминг
         (триллер, мелодрама, комедия...)
      "
Идеальная игрушка  (ТВ);https://www.kinopoisk.ru/level/1/film/85045/;Life-Size (2000) 101 мин.;"
         США,
         реж. Марк Росман
         (фэнтези, комедия, семейный)
      "
Железяки;https://www.kinopoisk.ru/level/1/film/732013/;Yak (2012) 100 мин.;"
         Таиланд,
         реж. Прапас Чолсаранонт...
         (мультфильм, фантастика, комедия...)
      "
Мексиканские приключения  (ТВ);https://www.kinopoisk.ru/level/1/film/255137/;The Challenge (2003) 92 мин.;"
         США,
         реж. Крэйг Шапиро
         (комедия, приключения, семейный)
      "
Рай: Любовь;https://www.kinopoisk.ru/level/1/film/465559/;Paradies: Liebe (2012) 120 мин.;"
         Австрия...
         реж. Ульрих Зайдль
         (драма)
      "
Взрывная блондинка;https://www.kinopoisk.ru/level/1/film/714564/;Atomic Blonde (2017) 115 мин.;"
         США...
         реж. Дэвид Литч
         (боевик, триллер)
      "
Безбрачная неделя;https://www.kinopoisk.ru/level/1/film/195384/;Hall Pass (2011) 105 мин.;"
         США,
         реж. Дэнни Байерс...
         (комедия)
      "
На границе миров;https://www.kinopoisk.ru/level/1/film/1101939/;Gräns (2018) 110 мин.;"
         Швеция...
         реж. Али Аббаси
         (фэнтези, триллер, драма...)
      "
Параллельные миры;https://www.kinopoisk.ru/level/1/film/481086/;Upside Down (2011) 108 мин.;"
         Канада...
         реж. Хуан Диего Соланас
         (фэнтези, мелодрама)
      "
Счастье мое;https://www.kinopoisk.ru/level/1/film/469231/; (2010) 128 мин.;"
         Украина...
         реж. Сергей Лозница
         (драма)
      "
Крутые меры;https://www.kinopoisk.ru/level/1/film/678233/;Bastille Day (2016) 92 мин.;"
         Великобритания...
         реж. Джеймс Уоткинс
         (боевик, триллер, драма...)
      "
Не оглядывайся;https://www.kinopoisk.ru/level/1/film/391771/;Ne te retourne pas (2009) 111 мин.;"
         Франция...
         реж. Марина де Ван
         (триллер, драма)
      "
Девять месяцев;https://www.kinopoisk.ru/level/1/film/2526/;Nine Months (1995) 103 мин.;"
         США,
         реж. Крис Коламбус
         (мелодрама, комедия)
      "
Гоголь. Страшная месть;https://www.kinopoisk.ru/level/1/film/1114917/; (2018) 106 мин.;"
         Россия,
         реж. Егор Баранов
         (детектив, приключения, триллер)
      "
Киллер Джо;https://www.kinopoisk.ru/level/1/film/568374/;Killer Joe (2011) 102 мин.;"
         США,
         реж. Уильям Фридкин
         (триллер, драма, криминал)
      "
Родительский беспредел;https://www.kinopoisk.ru/level/1/film/462746/;Parental Guidance (2012) 105 мин.;"
         США,
         реж. Энди Фикмен
         (комедия, семейный)
      "
Смерть супермена;https://www.kinopoisk.ru/level/1/film/88207/;Hollywoodland (2006) 126 мин.;"
         США,
         реж. Аллен Култер
         (триллер, драма, мелодрама...)
      "
Мама;https://www.kinopoisk.ru/level/1/film/605269/;Mama (2013) 100 мин.;"
         Канада...
         реж. Андрес Мускетти
         (ужасы, фэнтези, триллер)
      "
Облачно... 2: Месть ГМО;https://www.kinopoisk.ru/level/1/film/596481/;Cloudy with a Chance of Meatballs 2 (2013) 95 мин.;"
         США,
         реж. Коуди Кэмерон...
         (мультфильм, фантастика, фэнтези...)
      "
Высший пилотаж;https://www.kinopoisk.ru/level/1/film/81528/;Sky High (2005) 100 мин.;"
         США,
         реж. Майк Митчелл
         (фантастика, комедия, приключения...)
      "
